label,dist
1,0.4171636402606964
0,0.5284954309463501
1,0.8179224729537964
0,0.7064974308013916
1,0.9418904781341553
1,0.6199803948402405
0,1.0127381086349487
1,0.4843941330909729
0,1.1236159801483154
0,0.8900191187858582
0,0.7201253175735474
0,0.7880988121032715
1,0.7811179161071777
1,0.6456096172332764
0,1.0181459188461304
0,0.660050630569458
0,0.5976405143737793
1,0.42942866683006287
0,0.6592356562614441
1,0.680475115776062
1,0.5139083862304688
1,0.7807502746582031
0,0.5010622143745422
1,0.6755839586257935
1,0.9577747583389282
1,0.756659209728241
0,0.8483743667602539
0,0.8383662700653076
1,0.5731462836265564
1,0.7487331628799438
1,0.6208901405334473
0,0.7930907607078552
1,0.517928421497345
1,0.3585761785507202
1,0.5914165377616882
1,0.40337860584259033
0,0.6040251851081848
1,0.34620293974876404
0,0.7275846600532532
1,0.6553313732147217
1,0.4032861292362213
0,0.5785422325134277
1,0.42697763442993164
1,0.4451335370540619
1,0.3807588219642639
1,0.4206819534301758
1,0.330085426568985
1,0.47857269644737244
1,0.4870222806930542
0,0.5569652915000916
1,0.4513345956802368
1,0.4147726893424988
0,0.5961548089981079
0,0.6458955407142639
0,0.5708363652229309
1,0.37752753496170044
0,0.4719112813472748
0,0.465494841337204
1,0.5077802538871765
1,0.4176870882511139
1,0.3769497573375702
1,0.39023324847221375
0,0.4865321218967438
1,0.3924983739852905
1,0.3509547710418701
1,0.5747251510620117
1,0.35350263118743896
1,0.4788840413093567
1,0.2999989092350006
1,0.40733397006988525
0,0.7088424563407898
1,0.3988926410675049
0,0.4167171120643616
1,0.8145251274108887
1,0.40340369939804077
1,0.3871583938598633
1,0.39970362186431885
1,0.3968416750431061
0,0.420982301235199
0,0.5067924857139587
1,0.2561139762401581
0,0.3787270784378052
0,0.5351211428642273
1,0.37520596385002136
0,0.6241037845611572
0,0.5602027773857117
1,0.2577468752861023
1,0.4233243465423584
0,0.5517227649688721
1,0.3871721029281616
1,0.5515108108520508
1,0.4674292504787445
0,0.4774461090564728
1,0.4347302317619324
1,0.4194987118244171
1,0.2846921384334564
1,0.4285663068294525
1,0.29494357109069824
1,0.3514345586299896
0,0.4105755686759949
0,0.39031219482421875
1,0.519414484500885
0,0.5223397016525269
1,0.31997472047805786
0,0.37602540850639343
1,0.2703055143356323
1,0.2513520419597626
1,0.21769192814826965
1,0.3387198746204376
0,0.3735763728618622
1,0.5129472613334656
1,0.3823366165161133
1,0.25437742471694946
0,0.3790416717529297
0,0.32983511686325073
1,0.3471662998199463
1,0.3067779839038849
1,0.19292108714580536
1,0.3726666271686554
0,0.572412371635437
1,0.2811324894428253
1,0.2578694224357605
0,0.31673040986061096
1,0.43828266859054565
1,0.4003525972366333
1,0.1921636462211609
1,0.3281991183757782
0,0.4094865322113037
1,0.42586034536361694
1,0.49406349658966064
1,0.2238146960735321
1,0.18886683881282806
0,0.26108741760253906
1,0.3458298146724701
1,0.33985209465026855
0,0.3164355754852295
1,0.3319759964942932
1,0.2213914841413498
1,0.2916909158229828
1,0.3597765266895294
1,0.23732437193393707
1,0.3570711016654968
1,0.442333847284317
0,0.32669490575790405
1,0.25241175293922424
1,0.25719529390335083
1,0.3447331190109253
1,0.2586076259613037
0,0.45659810304641724
1,0.19340112805366516
1,0.2211931347846985
1,0.26249638199806213
1,0.2857346534729004
1,0.2477140873670578
1,0.28163060545921326
1,0.24887576699256897
1,0.47864213585853577
0,0.3465645909309387
1,0.1890614777803421
1,0.25127583742141724
1,0.2527330815792084
1,0.17922967672348022
1,0.2522454261779785
1,0.2515864074230194
1,0.1584070920944214
1,0.17950785160064697
0,0.3011336922645569
1,0.19996881484985352
0,0.46773457527160645
