,label,dist,epoch,set
0,1,0.4209906458854675,0.0,train
1,0,0.4890948832035064,0.0,train
2,1,0.8409453630447388,0.0,train
3,0,0.5476251840591431,0.0,train
4,1,0.9290302395820618,0.0,train
5,1,0.6849619746208191,0.0,train
6,0,0.9858304262161256,0.0,train
7,1,0.5021451115608215,0.0,train
8,0,1.0986911058425903,0.0,train
9,0,0.8768439888954163,0.0,train
10,0,0.7002133131027222,0.0,train
11,0,0.8659615516662598,0.0,train
12,1,0.7852936387062073,0.0,train
13,1,0.6201558113098145,0.0,train
14,0,1.0319217443466189,0.0,train
15,0,0.6538749933242798,0.0,train
16,0,0.7743631601333618,0.0,train
17,1,0.5810331106185913,0.0,train
18,0,0.6903282403945923,0.0,train
19,1,0.8546192049980164,0.0,train
20,1,0.8147333264350891,0.0,train
21,1,0.8682368397712708,0.0,train
22,0,0.6490482687950134,0.0,train
23,1,0.8842440843582153,0.0,train
24,1,1.076396107673645,0.0,train
25,1,0.6993685960769653,0.0,train
26,0,1.1749131679534912,0.0,train
27,0,1.1225554943084717,0.0,train
28,1,0.6616034507751465,0.0,train
29,1,1.1363507509231567,0.0,train
30,1,0.8635212779045105,0.0,train
31,0,1.2338756322860718,0.0,train
32,1,0.6545891165733337,0.0,train
33,1,0.5703070163726807,0.0,train
34,1,0.9070783853530884,0.0,train
35,1,0.576664924621582,0.0,train
36,0,0.8465191721916199,0.0,train
37,1,0.5631872415542603,0.0,train
38,0,0.8886493444442749,0.0,train
39,1,0.7263225317001343,0.0,train
40,1,0.5145898461341858,0.0,train
41,0,0.7888309359550476,0.0,train
42,1,0.5839518904685974,0.0,train
43,1,0.6456155776977539,0.0,train
44,1,0.5182828307151794,0.0,train
45,1,0.5656512975692749,0.0,train
46,1,0.4370123445987701,0.0,train
47,1,1.082046389579773,0.0,train
48,1,0.6459223031997681,0.0,train
49,0,0.7338024973869324,0.0,train
50,1,0.5692371129989624,0.0,train
51,1,0.6082722544670105,0.0,train
52,0,0.9878886938095092,0.0,train
53,0,0.9227015972137452,0.0,train
54,0,0.5930536985397339,0.0,train
55,1,0.5510244965553284,0.0,train
56,0,0.6269565224647522,0.0,train
57,0,0.7094849944114685,0.0,train
58,1,0.7633300423622131,0.0,train
59,1,0.6582012176513672,0.0,train
60,1,0.7411513924598694,0.0,train
61,1,0.6637678742408752,0.0,train
62,0,0.7254660725593567,0.0,train
63,1,0.5166879892349243,0.0,train
64,1,0.5654093027114868,0.0,train
65,1,1.05913245677948,0.0,train
66,1,0.4732488989830017,0.0,train
67,1,0.4762731790542602,0.0,train
68,1,0.4578409194946289,0.0,train
69,1,0.6984090805053711,0.0,train
70,0,1.216754674911499,0.0,train
71,1,0.7142470479011536,0.0,train
72,0,1.084057331085205,0.0,train
73,1,0.9670597314834596,0.0,train
74,1,0.8015229105949402,0.0,train
75,1,0.5295478105545044,0.0,train
76,1,0.6561344861984253,0.0,train
77,1,0.5726338028907776,0.0,train
78,0,0.9308131337165833,0.0,train
79,0,0.8319173455238342,0.0,train
80,1,0.563532292842865,0.0,train
81,0,0.8572004437446594,0.0,train
82,0,0.6962124705314636,0.0,train
83,1,0.7908692955970764,0.0,train
84,0,0.8366141319274902,0.0,train
85,0,0.8782419562339783,0.0,train
86,1,0.5093626379966736,0.0,train
87,1,0.6976162791252136,0.0,train
88,0,0.699150025844574,0.0,train
89,1,0.4560458064079284,0.0,train
90,1,0.8469530940055847,0.0,train
91,1,0.5775602459907532,0.0,train
92,0,0.5909814238548279,0.0,train
93,1,0.5975750088691711,0.0,train
94,1,0.8132066130638123,0.0,train
95,1,0.3998279571533203,0.0,train
96,1,0.601346492767334,0.0,train
97,1,0.5108934640884399,0.0,train
98,1,0.6052408814430237,0.0,train
99,0,0.9551393389701844,0.0,train
100,0,1.0533686876296997,0.0,train
101,1,0.7702878713607788,0.0,train
102,0,0.9416599869728088,0.0,train
103,1,0.4408080279827118,0.0,train
104,0,0.6543055772781372,0.0,train
105,1,0.423165500164032,0.0,train
106,1,0.4930101633071899,0.0,train
107,1,0.3785752058029175,0.0,train
108,1,0.6268503069877625,0.0,train
109,0,0.6881542801856995,0.0,train
110,1,0.844338595867157,0.0,train
111,1,0.5966410040855408,0.0,train
112,1,0.4618412256240845,0.0,train
113,0,0.7089535593986511,0.0,train
114,0,0.5853713750839233,0.0,train
115,1,0.6260955929756165,0.0,train
116,1,0.5530659556388855,0.0,train
117,1,0.4879097640514374,0.0,train
118,1,0.7700767517089844,0.0,train
119,0,0.8253607153892517,0.0,train
120,1,0.5611975193023682,0.0,train
121,1,0.5447909235954285,0.0,train
122,0,0.5824622511863708,0.0,train
123,1,0.7264060974121094,0.0,train
124,1,0.7433426380157471,0.0,train
125,1,0.4189135730266571,0.0,train
126,1,0.4533496499061584,0.0,train
127,0,0.921606183052063,0.0,train
128,1,0.7538689374923706,0.0,train
129,1,0.5983202457427979,0.0,train
130,1,0.5252905488014221,0.0,train
131,1,0.4000114798545837,0.0,train
132,0,0.5036296844482422,0.0,train
133,1,0.8234369158744812,0.0,train
134,1,0.5445769429206848,0.0,train
135,0,0.4739595651626587,0.0,train
136,1,0.4754379391670227,0.0,train
137,1,0.5109483003616333,0.0,train
138,1,0.7144211530685425,0.0,train
139,1,0.4740841388702392,0.0,train
140,1,0.4491788744926452,0.0,train
141,1,0.5747719407081604,0.0,train
142,1,1.0105290412902832,0.0,train
143,0,0.4937895834445953,0.0,train
144,1,0.3881502449512481,0.0,train
145,1,0.3781673908233642,0.0,train
146,1,0.7022494673728943,0.0,train
147,1,0.4613250195980072,0.0,train
148,0,0.7581026554107666,0.0,train
149,1,0.3711641728878021,0.0,train
150,1,0.4573156535625458,0.0,train
151,1,0.6385215520858765,0.0,train
152,1,0.6152880191802979,0.0,train
153,1,0.4042175412178039,0.0,train
154,1,0.4515720307826996,0.0,train
155,1,0.4870375990867615,0.0,train
156,1,0.7211648225784302,0.0,train
157,0,0.6734287738800049,0.0,train
158,1,0.3435246050357818,0.0,train
159,1,0.4066858291625976,0.0,train
160,1,0.4149377942085266,0.0,train
161,1,0.3863359987735748,0.0,train
162,1,0.4740850925445556,0.0,train
163,1,0.5258012413978577,0.0,train
164,1,0.2862553000450134,0.0,train
165,1,0.2492037564516067,0.0,train
166,0,0.5766897201538086,0.0,train
167,1,0.4144282042980194,0.0,train
168,0,0.8567139506340027,0.0,train
169,1,0.6932994723320007,0.0,train
170,1,0.4441613852977752,0.0,train
171,0,0.646047055721283,0.0,train
172,1,0.3644310235977173,0.0,train
173,1,0.225865826010704,0.0,train
174,1,0.4401535093784332,0.0,train
175,1,0.2930073142051697,0.0,train
176,1,0.4035710990428924,0.0,train
177,1,0.7081900835037231,0.0,train
178,1,0.5884207487106323,0.0,train
179,1,0.3762926757335663,0.0,train
180,1,0.4229337275028229,0.0,train
181,1,0.3236446678638458,0.0,train
182,1,0.3506488502025604,0.0,train
183,1,0.4543921649456024,0.0,train
184,1,0.2632231116294861,0.0,train
185,0,0.5606249570846558,0.0,train
186,1,0.3860385715961456,0.0,train
187,0,0.795836329460144,0.0,train
188,1,0.3747619092464447,0.0,train
189,0,0.9568607807159424,0.0,train
190,1,0.5449014902114868,0.0,train
191,1,0.3202382624149322,0.0,train
192,1,0.4448082149028778,0.0,train
193,1,0.5569666624069214,0.0,train
194,1,0.4018265306949615,0.0,train
195,1,0.3321017324924469,0.0,train
196,0,0.5286449193954468,0.0,train
197,1,0.2935307323932647,0.0,train
198,0,0.7101776599884033,0.0,train
199,1,0.4717155694961548,0.0,train
200,1,0.3615820705890655,0.0,train
201,1,0.3143331110477447,0.0,train
202,1,0.4433573782444,0.0,train
203,1,0.4818411767482757,0.0,train
204,1,0.4406664371490478,0.0,train
205,0,0.733953058719635,0.0,train
206,0,0.4206615090370178,0.0,train
207,1,0.6279377341270447,0.0,train
208,0,0.8493337631225586,0.0,train
209,0,0.8435684442520142,0.0,train
210,1,0.4459221661090851,0.0,train
211,1,0.4171190559864044,0.0,train
212,0,0.5827792286872864,0.0,train
213,1,0.3184819221496582,0.0,train
214,0,0.724528968334198,0.0,train
215,1,0.9743798971176147,0.0,train
216,1,0.5754234194755554,0.0,train
217,1,0.3007129728794098,0.0,train
218,1,0.6828101277351379,0.0,train
219,0,0.672987163066864,0.0,train
220,1,0.579484224319458,0.0,train
221,1,0.7416415214538574,0.0,train
222,0,0.8597373366355896,0.0,train
223,0,0.6019976139068604,0.0,train
224,1,0.7958232164382935,0.0,train
225,1,0.5687218904495239,0.0,train
226,0,0.9126209020614624,0.0,train
227,1,0.6747983694076538,0.0,train
228,1,0.636702835559845,0.0,train
229,1,0.8461120128631592,0.0,train
230,1,0.5861674547195435,0.0,train
231,0,1.0703482627868652,0.0,train
232,0,0.8721175193786621,0.0,train
233,1,0.7346437573432922,0.0,train
234,1,0.7057604193687439,0.0,train
235,1,0.5573548674583435,0.0,train
236,1,0.4013391137123108,0.0,train
237,1,0.5176481604576111,0.0,train
238,1,0.4034676551818847,0.0,train
239,0,1.076391339302063,0.0,train
240,1,0.5541829466819763,0.0,train
241,0,0.9024165868759156,0.0,train
242,1,0.5841151475906372,0.0,train
243,1,0.3542223572731018,0.0,train
244,1,0.4725923836231231,0.0,train
245,0,0.5669631361961365,0.0,train
246,1,0.4633599519729614,0.0,train
247,1,0.5778418183326721,0.0,train
248,1,0.5234774351119995,0.0,train
249,1,0.4654423594474792,0.0,train
250,1,0.5345394611358643,0.0,train
251,1,0.522616982460022,0.0,train
252,1,0.3495304584503174,0.0,train
253,1,0.4635428786277771,0.0,train
254,1,0.4726489186286926,0.0,train
255,1,0.5728399753570557,0.0,train
256,1,0.5181595683097839,0.0,train
257,1,0.3933435678482055,0.0,train
258,1,0.3292234241962433,0.0,train
259,1,0.6168559193611145,0.0,train
260,0,0.7356630563735962,0.0,train
261,1,0.4405118227005005,0.0,train
262,0,0.4349908828735351,0.0,train
263,1,0.3078701794147491,0.0,train
264,1,0.4785037636756897,0.0,train
265,1,0.4142820835113525,0.0,train
266,1,0.3276297748088836,0.0,train
267,1,0.4084262251853943,0.0,train
268,0,0.5340335369110107,0.0,train
269,0,0.6407599449157715,0.0,train
270,1,0.2826859056949615,0.0,train
271,1,0.3778728544712066,0.0,train
272,1,0.4456345438957214,0.0,train
273,0,0.6214290857315063,0.0,train
274,1,0.5881087183952332,0.0,train
275,0,0.6195047497749329,0.0,train
276,1,0.6185889840126038,0.0,train
277,1,0.4637703001499176,0.0,train
278,1,0.5584257245063782,0.0,train
279,0,0.4955909848213196,0.0,train
280,1,0.4250086843967438,0.0,train
281,1,0.3478774130344391,0.0,train
