model_name,metric,Val,Test,noObf,randomObf,translationObf
Pretrained_Pairwise,precision,0.761438085663418,0.760163710423226,0.365880509589692,0.309357542900989,0.34551307472944
Pretrained_Triplet,precision,0.946916499969274,0.956912025286825,0.584612731925638,0.42252025159756,0.521323556959227
Pretrained_InfoNCE,precision,0.958946489695188,0.949515205528398,0.613086095865153,0.47272088433072,0.557417614013842
Pretrained_Pairwise,recall,0.947609975753377,0.945399945399945,0.930049441494232,2.0168115942029,1.06574239713775
Pretrained_Triplet,recall,0.981468830059778,0.991022850924918,0.990844167734847,1.41925624044829,1.02190889370933
Pretrained_InfoNCE,recall,0.981804202972834,1.00081944823819,0.995605200512727,1.40758293838863,1.06423885998643
